District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Away_Households,State,District,Latitude,Longitude,sex ratio,literacy_rate,male_literacy_rate,female_literacy_rate
501,MAHARASHTRA,Akola,1813906,932334,881572,1411281,758977,652304,364059,1045752,129680,388521,9660,240293,1107809,357253,4483,1504,328033,10205,389,4230,107463,314490,6163,24232,308158,196077,504235,231841,328367,275264,291391,205723,112574,15157,1460317,352687,1813004,998769,483200,327932,4005,121230,297,1494,2924,5303,128538,190594,588,229535,36379,72003,Maharashtra,Akola,20.746310479041902,77.12122320359276,95.0,78.0,81.0,74.0
502,MAHARASHTRA,Washim,1197160,620302,576858,869917,487703,382214,229462,627368,165598,310195,7122,86877,859949,142672,1707,518,179330,8476,381,4127,36840,196022,1875,10757,274925,55921,330846,166509,238985,160331,162762,116032,47865,7294,899778,291525,1191303,682919,302425,210185,1631,51591,151,255,2556,3392,82181,92664,430,106117,15457,83047,Maharashtra,Washim,20.282282394366213,77.25502394366208,93.0,73.0,79.0,66.0
503,MAHARASHTRA,Amravati,2888445,1480768,1407677,2251875,1207104,1044771,506374,1652123,198793,667943,20998,348588,2055177,421410,7223,2242,383891,11360,3288,3854,175917,512492,9438,36185,508921,272894,781815,326195,468853,463051,525116,346876,203273,16148,2349512,478074,2827586,1540590,783549,553265,11041,78586,363,517,4239,5731,200903,354238,612,496146,11118,82305,Maharashtra,Amravati,21.16520991810736,77.67583503184723,95.0,78.0,82.0,74.0
504,MAHARASHTRA,Wardha,1300774,668385,632389,1019458,552617,466841,188830,692539,132989,282170,13785,179291,1057096,53854,2696,2147,175417,5663,2254,1647,114029,266155,4313,16260,268486,120218,388704,140470,186781,201471,225208,158055,93772,7017,1012774,212054,1224828,659540,370227,270107,900,54733,145,244,1158,1766,94090,172982,219,192075,15618,35608,Maharashtra,Wardha,20.80743024390242,78.57259105691062,95.0,78.0,83.0,74.0
505,MAHARASHTRA,Nagpur,4653570,2384975,2268595,3673808,1959220,1714588,867713,2785010,206606,423587,52419,1185948,3492202,390974,34667,20469,668050,24528,12181,10499,599780,917626,57964,135750,430844,877522,1308366,325084,666693,812381,790443,542228,493236,73475,3703540,601547,4305087,2460820,1361821,818467,12462,108836,539,284,5205,8997,206020,710516,2969,760675,27620,79272,Maharashtra,Nagpur,21.196556862745105,79.02166176470584,95.0,79.0,82.0,76.0
506,MAHARASHTRA,Bhandara,1200334,605520,594814,899860,488709,411151,200372,603029,123099,312183,17169,144854,1009352,26502,2145,831,154458,1017,3555,2474,55948,227025,2932,13165,283843,72575,356418,115150,187870,208902,204435,153749,67061,12452,949619,235524,1185143,626978,333120,232754,7482,98701,100,333,957,1543,109232,110541,153,104699,17788,56000,Maharashtra,Bhandara,21.211792649727748,80.10950199637024,98.0,75.0,81.0,69.0
507,MAHARASHTRA,Gondiya,1322507,661554,660953,1004243,542837,461406,175961,657088,186509,281414,32525,164971,1153861,26157,1827,2160,125282,1568,5080,6572,38044,239981,2866,13595,319702,66813,386515,138457,237888,231153,225595,159570,57923,9620,1060206,256549,1316755,704214,371908,244111,2274,129626,48,79,520,798,133210,94573,151,50702,17597,61648,Maharashtra,Gondiya,21.225008411214997,80.17522698598128,100.0,76.0,82.0,70.0
509,MAHARASHTRA,Chandrapur,2204307,1123834,1080473,1578615,872565,706050,348365,1146135,220978,473983,21346,341865,1780085,92297,10701,5251,286734,3861,23188,2190,172661,418666,8239,31419,451324,233331,684655,243773,316192,337320,351610,241179,126488,15040,1631602,516728,2148330,1163802,629890,403719,6896,198829,317,1009,2686,4373,194051,217282,361,215128,53175,118279,Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,96.0,72.0,78.0,65.0
510,MAHARASHTRA,Yavatmal,2772348,1419965,1352383,2022574,1115980,906594,328518,1416349,333504,739718,17899,264878,2251401,239236,4567,1596,249874,11422,3745,10507,134500,446516,6094,29917,629243,168889,798132,391944,562739,382001,389924,245819,123074,21889,2117390,718204,2835594,1549263,733258,483813,6014,161450,443,2278,6530,11252,236872,228633,2001,281437,35746,174880,Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,95.0,73.0,79.0,67.0
511,MAHARASHTRA,Nanded,3361292,1730075,1631217,2189425,1255222,934203,640483,1867339,447823,632395,29158,384577,2501741,471951,3902,13540,354189,5049,1273,9647,116284,488748,7548,43055,591119,230563,821682,416869,691348,368723,416761,255650,156225,21729,2327305,884626,3211931,2008314,809135,535827,8016,223195,707,1558,14283,20357,238501,249852,3809,308749,116462,167950,Maharashtra,Nanded,19.209316983017,77.6829048951049,94.0,65.0,73.0,57.0
512,MAHARASHTRA,Hingoli,1177345,606294,571051,790743,450551,340192,182565,608163,241613,226483,8268,92818,863199,127552,992,643,176679,5278,103,2899,27700,159114,1221,9676,242456,41913,284369,175736,266649,127246,136075,74544,38698,5932,824880,331388,1156268,692117,281905,201828,1495,93262,115,645,3624,5118,86000,83549,734,81482,33349,57492,Maharashtra,Hingoli,19.59525302245251,77.09239412780653,94.0,67.0,74.0,60.0
513,MAHARASHTRA,Parbhani,1836086,942870,893216,1157814,666291,491523,247308,1013289,295030,317806,13210,196751,1328385,306364,2081,1371,187899,6238,262,3486,59272,272486,3982,21196,293480,133759,427239,229217,396713,204316,229103,116041,81333,9703,1266426,552643,1819069,1078349,436486,313455,7796,152059,220,2418,5983,10191,122327,157423,1570,148444,38790,80436,Maharashtra,Parbhani,19.31032425249168,76.70163338870431,95.0,63.0,71.0,55.0
514,MAHARASHTRA,Jalna,1959046,1011473,947573,1195523,699428,496095,272266,1028160,418952,300937,16705,194292,1504641,274221,12542,1629,152540,9619,336,3518,60219,288895,3791,17236,404746,98084,502830,271061,422207,218189,225331,120715,64060,9724,1331287,545980,1877267,1150104,454836,341479,12627,108318,558,1471,7794,11456,138493,149695,1633,160526,35098,99928,Maharashtra,Jalna,19.984612534818933,75.98473607242339,94.0,61.0,69.0,52.0
515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,539368,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,6955,246324,589477,23258,69937,551789,427343,979132,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,2211996,909771,571932,7583,106395,1197,1840,16193,22772,198011,422166,3542,459847,47614,116410,Bihar,Aurangabad,24.774291867469877,84.45986024096379,92.0,68.0,74.0,60.0
515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,539368,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,6955,246324,589477,23258,69937,551789,427343,979132,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,2211996,909771,571932,7583,106395,1197,1840,16193,22772,198011,422166,3542,459847,47614,116410,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,92.0,68.0,74.0,60.0
516,MAHARASHTRA,Nashik,6107187,3157186,2950001,4345366,2397538,1947828,554687,3343859,967385,730228,56132,1009583,5237009,693052,23946,8912,94783,38212,1795,9478,536781,904710,45039,138887,904661,764271,1668932,544346,1038955,851714,830070,485052,373100,97219,4220456,1481778,5702234,3580633,1567252,948469,10833,105024,7727,5860,7787,25996,339616,689923,4622,745698,38456,150754,Maharashtra,Nashik,20.266912871287143,74.03824168316828,93.0,71.0,76.0,66.0
517,MAHARASHTRA,Thane,11060148,5865078,5195070,8227161,4591396,3635765,730089,6567381,349931,418004,124461,3600371,8716055,1355630,280700,39149,449617,172052,9862,37083,1610460,2231800,256170,551643,713994,2904157,3618151,712171,1530916,1588196,1751284,1080597,961719,114453,7739336,1692022,9431358,6184519,3241888,1579921,53820,215983,5420,8846,13807,37497,489893,1748215,9424,1964564,90875,192508,Maharashtra,Thane,19.698767747440264,72.79882742564581,89.0,74.0,78.0,70.0
520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,134952,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,7226,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1414154,748339,462741,8966,65017,3801,4337,3956,13965,184021,338725,1871,440717,36724,73768,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,96.0,74.0,79.0,68.0
520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,134952,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,7226,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1414154,748339,462741,8966,65017,3801,4337,3956,13965,184021,338725,1871,440717,36724,73768,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,96.0,74.0,79.0,68.0
521,MAHARASHTRA,Pune,9429408,4924105,4505303,7171723,3940210,3231513,1180703,5380415,886530,414461,105711,2642291,8090254,673704,134192,27090,340404,127786,9873,26105,1410448,1925019,235018,490260,1165718,2056739,3222457,559840,1234549,1383055,1414563,867256,1086650,190336,6736249,1353077,8089326,5184734,2624165,1586132,34377,179132,5200,6905,17983,38007,367187,1575922,7919,1674141,102403,133498,Maharashtra,Pune,18.51696171428573,74.12922881632647,91.0,76.0,80.0,72.0
523,MAHARASHTRA,Bid,2585049,1349106,1235943,1718507,987185,731322,351254,1329501,606280,373566,21093,254609,2174672,320395,2097,824,68482,8719,399,9461,82098,402052,5614,29198,563114,135457,698571,309704,436446,280800,316758,206530,129996,11438,1691672,821607,2513279,1473882,614615,494436,2116,188216,698,3311,7332,14159,212361,209824,2818,230929,65540,122888,Maharashtra,Bid,18.952353340080982,75.69319706477731,92.0,66.0,73.0,59.0
524,MAHARASHTRA,Latur,2454196,1273140,1181056,1650672,932432,718240,480913,1407339,331780,416578,17663,280836,2006984,367664,2387,935,66535,6387,310,2994,96018,381722,6217,29758,428616,157016,585632,268627,423711,296910,380344,224998,153256,18106,1765952,596213,2362165,1406364,584243,453229,10360,132136,368,647,6775,11739,157775,231657,3949,276749,78205,84717,Maharashtra,Latur,18.348687268993856,76.75812607802874,93.0,67.0,73.0,61.0
525,MAHARASHTRA,Osmanabad,1657576,861535,796041,1137810,644304,493506,265184,883660,297361,299525,19831,157199,1437623,178925,942,340,28216,4530,195,6805,49180,240042,3209,18183,367158,77832,444990,183972,300965,201646,260772,139479,96847,9913,1193594,440363,1633957,917343,393539,343021,3673,105563,221,929,5286,13390,133374,148545,6954,197371,52455,66841,Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,92.0,69.0,75.0,62.0
526,MAHARASHTRA,Solapur,4317756,2227852,2089904,2910676,1651266,1259410,649745,2419361,637250,558334,71106,631705,3795424,441254,9882,1279,35497,28134,568,5718,248255,595560,15145,59296,779929,376302,1156231,390337,788150,535848,643327,328020,236302,29051,2951035,976795,3927830,2402794,1089900,809935,15127,193008,879,7892,10562,24596,305670,427955,5263,489698,69961,125356,Maharashtra,Solapur,17.837357937584812,75.42394823609216,94.0,67.0,74.0,60.0
527,MAHARASHTRA,Satara,3003741,1510842,1492899,2225694,1201034,1024660,323236,1648794,585876,297241,39772,432058,2691952,146970,4408,1182,141315,12810,676,4428,271186,562653,14093,57423,774522,200949,975471,288427,495822,407977,556706,299993,243457,20884,2313266,545423,2858689,1517324,800492,671702,14223,89747,8291,1780,3989,15267,166005,419171,1207,470030,43779,54823,Maharashtra,Satara,17.6737908974359,74.18052064102558,99.0,74.0,79.0,69.0
528,MAHARASHTRA,Ratnagiri,1615069,761121,853948,1199392,619012,580380,66948,900993,296913,153117,17230,246816,1307211,187197,1990,230,113467,3347,95,1532,100860,367352,7752,31062,538538,100824,639362,163025,378554,269872,247257,111600,65700,15429,1251437,319622,1571059,777431,438905,396967,1766,20957,12540,4400,1639,20802,144837,184194,2223,237852,16054,64348,Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,112.0,74.0,81.0,68.0
529,MAHARASHTRA,Sindhudurg,849651,417332,432319,666067,348289,317778,55586,502473,124812,81816,9679,130871,780384,26264,15471,219,24762,1046,53,1452,42540,194228,3517,15721,295847,44989,340836,86480,165284,134734,175070,89023,48418,3451,702460,121922,824382,382024,242296,222963,2368,7546,4621,677,705,7209,61473,111982,1206,62947,5910,31664,Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,104.0,78.0,83.0,74.0
530,MAHARASHTRA,Kolhapur,3876001,1980658,1895343,2825845,1559760,1266085,504461,2171947,660872,266028,59932,717222,3379906,286558,15573,1570,29766,154882,1274,6472,340318,770005,22269,71879,796496,382818,1179314,321457,622362,487227,698604,395234,335413,40828,2901125,778000,3679125,1972486,1084858,801590,17067,64763,3686,2727,5886,15013,160556,611991,2714,701593,44231,48936,Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,96.0,73.0,79.0,67.0
531,MAHARASHTRA,Sangli,2822143,1435728,1386415,2049467,1121550,927917,353093,1607039,480554,290693,40824,403033,2440312,239607,9098,1260,38210,87453,769,5434,227034,485126,13212,49056,626872,226801,853673,208511,507318,459156,453404,244804,214003,36983,2124179,579039,2703218,1450907,752303,603739,15194,98215,606,2577,6357,11780,140103,379231,2240,393990,58025,65893,Maharashtra,Sangli,17.154930181086502,74.70713822937628,97.0,73.0,78.0,67.0
532,ANDHRA PRADESH,Adilabad,2741239,1369597,1371642,1483347,856350,626997,488596,1417572,363737,484912,84661,390357,2399901,275970,15422,1377,25510,617,322,22120,194954,566108,5512,45202,597466,220248,817714,232470,344167,281752,225957,143143,100226,19277,1346992,1030640,2377632,1536378,704551,422522,77788,267233,2294,3303,7390,14508,212025,229686,1521,270862,79354,210059,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,100.0,54.0,63.0,46.0
533,ANDHRA PRADESH,Nizamabad,2551335,1250641,1300694,1389810,790214,599596,371074,1290259,278102,448281,171311,363382,2123426,391596,19653,2357,1847,542,146,11768,186740,545913,5261,35036,565165,155133,720298,269487,421399,338668,396396,223365,141850,13382,1804547,1041862,2846409,1399773,676401,437573,37588,114151,391,335,14269,15818,218935,242762,823,450359,78420,129036,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,104.0,54.0,63.0,46.0
534,ANDHRA PRADESH,Karimnagar,3776269,1880800,1895469,2206829,1257238,949591,709757,1899501,360390,756859,168340,591179,3491139,244723,24979,2086,332,312,115,12583,344667,926768,8831,46584,877236,288044,1165280,340372,453505,482842,463403,293493,256633,35312,2325560,1280393,3605953,1940234,1031735,728494,75806,135427,1037,305,23433,25074,197387,633350,299,681510,65437,150002,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,101.0,58.0,67.0,50.0
535,ANDHRA PRADESH,Medak,3033288,1523030,1510258,1637137,953406,683731,537947,1591085,353221,571129,67642,450211,2637313,342449,34301,1309,554,457,217,16688,163074,604719,8635,47170,593653,195479,789132,324267,503713,481984,373729,201928,127493,16466,2029580,1199818,3229398,1735769,779738,509368,8413,149702,319,316,9422,10443,228110,278173,386,494042,92845,160481,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,99.0,54.0,63.0,45.0
536,ANDHRA PRADESH,Hyderabad,3943323,2018575,1924748,2892155,1542688,1349467,247927,2530026,28308,23029,46157,1315803,2046051,1713405,87522,11446,1268,19560,1929,62142,581509,869721,149034,274653,0,1066289,1066289,230962,596591,685215,811501,517425,558090,45937,3445721,556902,4002623,2249130,1068243,542669,83281,8759,621,84,6777,8678,47880,814362,1196,862054,6139,19270,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,95.0,73.0,76.0,70.0
538,ANDHRA PRADESH,Mahbubnagar,4053028,2050386,2002642,1940646,1158386,782260,708954,1970527,569142,931084,57846,524429,3673456,334172,21345,658,290,388,267,22452,136843,757821,6153,60812,848963,161052,1010015,419379,596134,441585,308575,169083,98227,16121,2049104,1604319,3653423,2360874,1027525,637430,27199,166074,1908,2595,11889,17166,329098,290371,774,681260,58931,254390,Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,98.0,48.0,56.0,39.0
539,ANDHRA PRADESH,Nalgonda,3488809,1759772,1729037,2001019,1160757,840262,637385,1747116,325224,863131,45124,508214,3249231,188646,35025,937,241,250,132,14347,228818,789225,7715,53777,833504,197433,1030937,369537,518669,471233,367424,238695,196134,27003,2188695,1294811,3483506,1932349,897137,651748,7575,162241,763,1096,78943,81060,298874,347474,258,598439,66625,229084,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,98.0,57.0,66.0,49.0
540,ANDHRA PRADESH,Warangal,3512576,1759281,1753295,2065023,1179790,885233,616102,1806921,401646,758092,43550,502367,3273755,197333,31377,1453,253,569,126,7710,237349,828077,12952,59006,758738,288249,1046987,314252,457529,454322,430242,279234,248942,27663,2212184,1191252,3403436,1891954,941452,664872,14298,174218,1117,507,40479,42801,216245,461825,698,597926,70325,210483,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,100.0,59.0,67.0,50.0
541,ANDHRA PRADESH,Khammam,2797370,1390988,1406382,1630234,901640,728594,462896,1387308,224972,804537,19799,360754,2595321,158887,33463,655,217,459,539,7829,219710,668519,8628,42171,669262,201363,870625,295639,346118,329630,238811,154774,160804,25456,1551232,875272,2426504,1530602,774583,477955,14230,210458,1327,4467,9819,16502,240615,354579,889,468045,61127,152392,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,101.0,58.0,65.0,52.0
542,ANDHRA PRADESH,Srikakulam,2703114,1341738,1361376,1495381,857824,637557,255664,1412826,165317,700833,34479,389659,2666950,9025,18879,193,77,160,106,7724,149554,615432,3988,32280,752752,149684,902436,291793,348354,319244,251521,146721,121213,21031,1499877,1009992,2509869,1423119,747385,528736,3874,282509,2719,10077,3531,17894,394989,107308,1567,179917,85253,187026,Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,101.0,55.0,64.0,47.0
543,ANDHRA PRADESH,Vizianagaram,2344474,1161477,1182997,1238388,707503,530885,247728,1186512,212285,557254,27469,360954,2299129,16423,17853,380,114,815,183,9577,140361,527736,4453,24128,592458,157056,749514,250446,300057,257468,186576,115144,103591,27041,1240323,1031683,2272006,1206366,666394,451469,20245,246172,6785,2591,1015,12979,396943,95138,2588,259205,59276,104524,Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,102.0,53.0,61.0,45.0
545,ANDHRA PRADESH,East Godavari,5154296,2569688,2584608,3288577,1716933,1571644,945269,3060615,160407,1122046,57853,753375,4983330,77777,77825,738,413,4149,403,9661,479914,1297273,22411,93784,1199479,406362,1605841,669420,947606,797497,521562,271809,263023,47702,3518619,1524603,5043222,2724328,1478954,948122,2892,342767,4440,6523,11217,27864,558347,613789,5684,908806,40397,235274,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,101.0,64.0,67.0,61.0
546,ANDHRA PRADESH,West Godavari,3936966,1964918,1972048,2652389,1379223,1273166,811698,2163854,155275,1061787,33861,522189,3733191,86142,109120,288,209,1578,211,6227,435334,1017568,12050,55613,1007255,248373,1255628,595331,718960,585595,415178,215863,207586,33329,2771842,1028767,3800609,2051513,1127764,755533,2156,126299,264,8333,7707,26637,338966,593261,10333,900503,17816,143553,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,100.0,67.0,70.0,65.0
547,ANDHRA PRADESH,Krishna,4517398,2267375,2250023,3009718,1598959,1410759,871063,2468518,150166,1006976,48444,843294,4023678,307043,145598,1393,863,6320,906,31597,632890,1163932,30438,101450,909292,567042,1476334,618101,692968,630603,531821,312753,328454,54728,3169428,1352499,4521927,2340943,1284630,833959,57866,205072,1490,1097,17143,26322,387804,611878,6592,903992,43371,227575,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,99.0,67.0,71.0,63.0
548,ANDHRA PRADESH,Guntur,4887813,2440521,2447292,2960441,1634726,1325715,957407,2506189,302341,1227956,47436,803891,4217597,559770,89763,764,323,3282,332,15982,648568,1186028,19383,80434,1069877,513113,1582990,736270,845810,674957,453446,246580,221924,30279,3209266,1474349,4683615,2583462,1371811,928462,4078,428749,1299,4238,35872,47242,465404,554667,5833,739450,73453,267760,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,100.0,61.0,67.0,54.0
549,ANDHRA PRADESH,Prakasam,3397448,1714764,1682684,1904435,1107686,796749,787861,1696881,280029,889218,42603,488717,3150195,220654,18775,266,97,204,206,7051,290947,763746,6151,43611,873486,214089,1087575,489805,495556,368919,249034,142026,133627,21976,1900943,1218310,3119253,1832695,917391,641707,5655,244709,3379,2055,24112,36075,406577,197300,6529,481021,78693,253399,Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,98.0,56.0,65.0,47.0
552,ANDHRA PRADESH,Kurnool,4053463,2039227,2014236,2127161,1246369,880792,737945,2024038,310954,1037302,60791,620378,3328380,670737,33165,737,255,2235,434,17520,195001,816721,10081,56478,783853,306982,1090835,521327,672951,466940,271828,152453,115504,19282,2220285,1517933,3738218,2368684,1053618,609027,22134,138946,5694,6352,5342,20685,431425,227045,3297,696977,38696,218712,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,99.0,52.0,61.0,44.0
553,ANDHRA PRADESH,Anantapur,4081148,2064495,2016653,2310960,1338474,972486,583135,2044982,413253,879537,105343,638033,3599372,443456,20463,932,341,1417,309,14858,223016,897970,8606,48299,902997,341431,1244428,462273,720357,582075,331793,162175,144915,23341,2426929,1369069,3795998,2189396,1104565,739612,47575,117001,552,469,16086,17308,528245,225275,201,819675,43685,207645,Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,98.0,57.0,65.0,48.0
554,ANDHRA PRADESH,Chittoor,4174064,2090204,2083860,2667878,1484794,1183084,785760,2240707,434544,748093,57269,693451,3737588,397870,24129,867,253,1322,358,11677,324406,944555,13763,67087,907970,395900,1303870,522961,770836,673197,548336,265199,246409,36017,3062955,1170993,4233948,2148179,1159053,807430,59402,135531,349,548,38931,40322,539408,342011,494,835606,92651,140697,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,100.0,64.0,71.0,57.0
555,KARNATAKA,Belgaum,4779661,2423063,2356598,3052032,1725548,1326484,577418,2673993,711980,649517,60342,683829,4038331,528412,18418,2037,1086,178310,149,12918,240742,808827,17560,73497,962777,356198,1318975,544564,1057297,609600,532584,279583,201884,56621,3282133,1346776,4628909,2669348,1251116,857143,2054,262330,4088,24013,10062,42169,392344,340306,4006,520520,186601,231175,Karnataka,Belgaum,16.16107219152853,74.72329042357275,97.0,64.0,71.0,56.0
556,KARNATAKA,Bagalkot,1889752,950111,939641,1113412,641388,472024,319149,1071671,196199,303243,44797,273842,1634229,219991,3433,443,412,25198,166,5880,49345,301389,3745,26297,324799,165858,490657,242336,385986,147397,171505,115095,82319,25791,1170429,608843,1779272,1123443,465706,299774,829,99744,809,9810,3988,15331,166611,102487,724,225386,73403,86279,Karnataka,Bagalkot,16.15860676328503,75.64526070853468,99.0,59.0,68.0,50.0
557,KARNATAKA,Bijapur,2177331,1111022,1066309,1248268,730566,517702,442773,1249609,262217,351600,25379,288526,1786830,369588,2433,558,374,8665,499,8384,58890,326594,4987,36571,396449,131041,527490,246391,430477,143199,182756,129109,96990,24569,1253491,746979,2000470,1295274,527085,353549,1423,142779,976,6429,4927,13571,161163,104504,1239,195318,50631,139409,Karnataka,Bijapur,16.84015316666667,75.95909166666665,96.0,57.0,66.0,49.0
558,KARNATAKA,Bidar,1703300,870665,832635,1042673,597198,445475,399785,1000692,141302,280091,18095,263120,1289709,335184,35438,1145,30453,680,521,10170,34924,271439,3971,36072,287134,102269,389403,188998,474921,194233,181076,105347,54900,12885,1212360,515395,1727755,1018195,397120,287271,714,93538,1571,584,5289,8670,120499,92061,1226,158928,53317,100961,Karnataka,Bidar,17.950361730769224,77.19459961538459,96.0,61.0,69.0,54.0
559,KARNATAKA,Raichur,1928812,964511,964301,979769,577213,402556,400933,1025399,245299,383526,19095,255493,1634062,272022,10394,538,2265,4156,29,5346,51443,314547,5200,33903,330446,125402,455848,147743,385673,163709,153346,82082,50463,14622,997638,783126,1780764,1196670,465173,265810,1159,76635,6695,11289,4105,44142,141853,86575,22053,219549,42399,130909,Karnataka,Raichur,16.050795353982295,76.87368606194688,100.0,51.0,60.0,42.0
560,KARNATAKA,Koppal,1389920,699926,689994,809085,468785,340300,258608,735154,163413,273016,18794,199543,1218024,161770,4081,296,85,2898,461,2305,31673,223166,2135,15263,272968,64681,337649,222140,357098,127605,113028,72243,43967,10431,946512,472182,1418694,855430,330393,202984,1113,57314,228,2060,1708,8499,127416,58883,4503,186903,39908,73097,Karnataka,Koppal,15.651253271028034,76.1617048598131,99.0,58.0,67.0,49.0
561,KARNATAKA,Gadag,1064570,537147,527423,700177,397178,302999,174196,568848,127441,200310,15485,152486,907750,143665,3432,231,79,5993,74,3346,31959,198064,3373,15625,180066,111906,291972,121615,244640,112703,105150,63816,42053,12822,702799,306138,1008937,601578,279069,183409,514,29366,424,1914,2064,24005,96873,63805,19603,156686,18113,54924,Karnataka,Gadag,15.507128256880746,75.64861302752298,98.0,66.0,74.0,57.0
562,KARNATAKA,Dharwad,1847023,937206,909817,1301664,711776,589888,177855,1062190,164279,207642,16463,396449,1390020,386834,28747,1486,715,29037,2748,7436,140584,347962,15013,49585,199707,283397,483104,252596,383041,185530,227113,143453,137768,34302,1363803,428556,1792359,1017935,505688,322577,823,40704,140,2568,2689,27724,106104,213137,22327,300159,33936,52813,Karnataka,Dharwad,15.343831376975173,75.13831264108359,97.0,70.0,76.0,65.0
564,KARNATAKA,Haveri,1597668,819128,778540,1085443,603793,481650,219976,867602,203055,311263,20217,195531,1281878,297927,2406,419,68,9834,702,4434,41517,295937,2456,17819,315076,98488,413564,240925,430529,201965,158442,84357,55310,16830,1188358,383494,1571852,904453,426094,266586,535,70577,87,2445,3687,6967,164716,91633,748,244655,61867,69107,Karnataka,Haveri,14.737582809224318,75.3961230607966,95.0,68.0,74.0,62.0
565,KARNATAKA,Bellary,2452595,1236954,1215641,1421621,813440,608181,517409,1335715,258080,406092,22832,429876,2103633,320834,14014,1029,284,8044,54,4703,114040,440374,9626,40190,371604,251876,623480,275785,529576,219702,203139,121453,89475,29367,1468497,787762,2256259,1487013,617276,346905,1401,70652,2431,5832,3754,16373,202155,164676,4356,388435,53592,114873,Karnataka,Bellary,15.074377548209377,76.47228471074374,98.0,58.0,66.0,50.0
